"Id","Name","Parent","File","Components"
"BulletGrenadeFrag","frag grenade","BaseBulletTrigger","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,ExplodeOnTrigger,Explosive,ContainerContainer,ProjectileGrenade"
"BulletImpactEffect","","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\impacts.yml","TimedDespawn,Sprite,EffectVisuals,Tag"
"BulletImpactEffectDisabler","","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\impacts.yml","TimedDespawn,Sprite,EffectVisuals,Tag"
"BulletImpactEffectKinetic","","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\impacts.yml","TimedDespawn,Sprite,EffectVisuals,Tag"
"BulletImpactEffectOrangeDisabler","","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\impacts.yml","TimedDespawn,Sprite,EffectVisuals,Tag"
"BulletKinetic","kinetic bolt","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Reflective,Sprite,Projectile,TimedDespawn,GatheringProjectile"
"BulletKineticShuttle","","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,Projectile,Ammo,TimedDespawn,PointLight,GatheringProjectile"
"BulletRocket","rocket","BaseBulletTrigger","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,ExplodeOnTrigger,Explosive,PointLight"
"BulletSentine","","BaseBulletTrigger","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,Projectile,ExplodeOnTrigger,Explosive"
"BulletTaser","taser bolt","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","FlyBySound,Sprite,Physics,Fixtures,Ammo,Projectile,TimedDespawn,StunOnCollide"
"BulletTaserSuper","taser bolt","BulletTaser","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,PointLight,TimedDespawn,StunOnCollide"
"BulletWaterShot","water","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Clickable,Physics,TileFrictionModifier,TimedDespawn,Projectile,Sprite,Ammo,SolutionContainerManager,Fixtures,Vapor,Appearance,VaporVisuals"
"BulletWeakRocket","weak rocket","BaseBulletTrigger","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,ExplodeOnTrigger,Explosive,PointLight"
"C4","composition C-4","[BasePlasticExplosive, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Bombs\plastic.yml","Sprite,Clothing,TriggerOnActivate,TriggerOnSignal,TriggerOnStuck,ToggleTriggerCondition,TimerTrigger,DeviceLinkSink,Explosive,ExplodeOnTrigger,HolidayVisuals,HolidayRsiSwap,StaticPrice"
"CableDet","explosive cord","[ CablePhysBase, BaseSecurityContraband ]","Resources\Prototypes\Entities\Structures\Power\cables.yml","Cable,Sprite,Icon,Damageable,Destructible,CableVis,NodeContainer,CableVisualizer,Explosive,ExplodeOnTrigger,Construction,Tag"
"CableDetStack","explosive cord","[ CableStack, BaseSecurityContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Bombs\cord.yml","Stack,Sprite,Item,CablePlacer,Appearance,Extractable,SolutionContainerManager,Damageable,Destructible,Explosive,Tag"
"CableDetStack1","","CableDetStack","Resources\Prototypes\Entities\Objects\Weapons\Bombs\cord.yml","Sprite,Stack,Explosive,Tag"
"CableDetStack10","","CableDetStack","Resources\Prototypes\Entities\Objects\Weapons\Bombs\cord.yml","Sprite,Stack,Explosive,Tag"
"CableHV","HV power cable","CableBase","Resources\Prototypes\Entities\Structures\Power\cables.yml","Sprite,Icon,NodeContainer,Cable,Destructible,CableVisualizer,AmbientSound"
"CleanerGrenade","cleanade","[ BaseCivilianContraband, SmokeGrenade ]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\canister_grenades.yml","Sprite,SmokeOnTrigger"
"ClothingBackpack","backpack","[Clothing, ContentsExplosionResistanceBase]","Resources\Prototypes\Entities\Clothing\Back\backpacks.yml","Sprite,Item,Clothing,Storage,ContainerContainer,UserInterface,UseDelay,ExplosionResistance,Tag"
"ClothingBackpackDuffelSyndicate","syndicate duffel bag","[ClothingBackpackDuffel, BaseSyndicateContraband]","Resources\Prototypes\Entities\Clothing\Back\duffel.yml","Sprite,ExplosionResistance,Storage"
"ClothingBackpackElectropack","electropack","ClothingBackpack","Resources\Prototypes\Entities\Clothing\Back\backpacks.yml","Sprite,Clothing,SelfUnremovableClothing,ShockOnTrigger,TriggerOnSignal,DeviceLinkSink"
"ClothingBackpackERTLeader","ERT leader backpack","[ ClothingBackpack, BaseCentcommContraband ]","Resources\Prototypes\Entities\Clothing\Back\backpacks.yml","Sprite,Storage,ExplosionResistance"
"ClothingBackpackSatchelAdmin","satchel of administration","ClothingBackpackSatchelHolding","Resources\Prototypes\Entities\Clothing\Back\satchel.yml","ExplosionResistance"
"ClothingBackpackSyndicate","syndicate backpack","[ClothingBackpack, BaseSyndicateContraband]","Resources\Prototypes\Entities\Clothing\Back\backpacks.yml","Sprite,ExplosionResistance,Storage,StaticPrice"
"ClothingBeltMilitaryWebbing","chest rig","[ClothingBeltStorageBase, ContentsExplosionResistanceBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Clothing\Belt\belts.yml","Sprite,Clothing,ExplosionResistance,StaticPrice"
"ClothingBeltSecurity","security belt","[ClothingBeltStorageBase, ContentsExplosionResistanceBase, BaseSecurityContraband]","Resources\Prototypes\Entities\Clothing\Belt\job.yml","Sprite,Clothing,ExplosionResistance,Storage,ItemMapper,Appearance"
"ClothingHeadHelmetBombSuit","bombsuit helmet","ClothingHeadBase","Resources\Prototypes\Entities\Clothing\Head\helmets.yml","Sprite,Clothing,IngestionBlocker,ExplosionResistance,Armor,HideLayerClothing"
"ClothingHeadHelmetFlak","","ClothingHeadHelmetBasic","Resources\Prototypes\_WH40K\Entities\Clothing\Head\helmets.yml","Sprite,Clothing,Item,Armor,ExplosionResistance,HideLayerClothing"
"ClothingHeadHelmetFlakAdv","","ClothingHeadHelmetBasic","Resources\Prototypes\_WH40K\Entities\Clothing\Head\helmets.yml","Sprite,Clothing,Item,Armor,ExplosionResistance,BreathMask,HideLayerClothing"
"ClothingHeadHelmetFlakCHAOS","РєРѕРјРїРѕР·РёС‚РЅС‹Р№ РєР°СЃРєР° РєСѓР»СЊС‚Р° РҐР°РѕСЃР°","ClothingHeadHelmetBasic","Resources\Prototypes\_WH40K\Entities\Clothing\Head\helmets.yml","Sprite,Clothing,Armor,ExplosionResistance,HideLayerClothing"
"ClothingHeadHelmetSwat","SWAT helmet","[ClothingHeadHelmetBase, BaseSecurityContraband]","Resources\Prototypes\Entities\Clothing\Head\helmets.yml","Sprite,Clothing,Armor,ExplosionResistance,HideLayerClothing"
"ClothingOuterArmorAdvancedFlakVest","","ClothingOuterArmorBasic","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance,ClothingSpeedModifier"
"ClothingOuterArmorBase","armor vest","[ClothingOuterBaseMedium, AllowSuitStorageClothing, BaseSecurityContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance"
"ClothingOuterArmorBaseCarapace","","[ ClothingOuterBaseMedium, AllowSuitStorageClothing ]","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Armor,ExplosionResistance,GroupExamine"
"ClothingOuterArmorBone","bone armor","[ ClothingOuterBaseLarge, BaseMajorContraband, AllowSuitStorageClothing ]","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ClothingSpeedModifier,HeldSpeedModifier,ExplosionResistance,GroupExamine,Construction,ProtectedFromStepTriggers"
"ClothingOuterArmorBulletproof","bulletproof vest","ClothingOuterArmorBase","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance"
"ClothingOuterArmorChangeling","chitinous armor","[ ClothingOuterBaseLarge, BaseMajorContraband, AllowSuitStorageClothing ]","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ClothingSpeedModifier,HeldSpeedModifier,ExplosionResistance,GroupExamine,ProtectedFromStepTriggers"
"ClothingOuterArmorCommissar","","[ClothingOuterBaseLarge, AllowSuitStorageClothing]","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\coats.yml","Sprite,Clothing,Armor,ClothingSpeedModifier,HeldSpeedModifier,ExplosionResistance,GroupExamine"
"ClothingOuterArmorFlakVest","","ClothingOuterArmorBasic","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance,ClothingSpeedModifier"
"ClothingOuterArmorFlakVestGen","","ClothingOuterArmorAdvancedFlakVest","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance,ClothingSpeedModifier"
"ClothingOuterArmorFlakVestLight","","ClothingOuterArmorBasic","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance"
"ClothingOuterArmorRaid","syndicate raid suit","[ClothingOuterBaseLarge, AllowSuitStorageClothing, BaseSyndicateContraband ]","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance,StaminaResistance,ClothingSpeedModifier,ToggleableVisuals,ItemTogglePointLight,Appearance,HandheldLight,PointLight,LightBehaviour,Battery,BatterySelfRecharger,Item"
"ClothingOuterArmorRiot","riot suit","[ClothingOuterBaseLarge, AllowSuitStorageClothing, BaseSecurityContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,Armor,ExplosionResistance,GroupExamine"
"ClothingOuterArmorScrap","scrap armor","[ClothingOuterBaseLarge, AllowSuitStorageClothing, BaseMajorContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\scraparmor.yml","Sprite,Item,Clothing,Armor,ExplosionResistance,ClothingSpeedModifier,GroupExamine,Construction"
"ClothingOuterArmorSeniorOfficerArmoredJacket","","[ClothingOuterBaseLarge, AllowSuitStorageClothing]","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\coats.yml","Sprite,Clothing,Armor,ClothingSpeedModifier,HeldSpeedModifier,ExplosionResistance,GroupExamine"
"ClothingOuterHardsuitAtmos","atmos hardsuit","[ClothingOuterHardsuitBase, BaseEngineeringContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,TemperatureProtection,FireProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitCap","captain's armored spacesuit","[ClothingOuterHardsuitBase, BaseCommandContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitCBURN","CBURN exosuit","[ BaseCentcommContraband, ClothingOuterHardsuitBase ]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,TemperatureProtection,ExplosionResistance,Armor,ZombificationResistance,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitClown","clown hardsuit","ClothingOuterHardsuitBase","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,Construction,ToggleableClothing"
"ClothingOuterHardsuitDeathsquad","death squad hardsuit","[ BaseCentcommContraband, ClothingOuterHardsuitBase ]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,TemperatureProtection,ExplosionResistance,FireProtection,StaminaResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitEngineering","engineering hardsuit","[ClothingOuterHardsuitBase, BaseEngineeringContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitEngineeringWhite","chief engineer's hardsuit","[ClothingOuterHardsuitBase, BaseCommandContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,FireProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitGoliath","goliath hardsuit","[ClothingOuterHardsuitBase, BaseCargoContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Construction,Tag"
"ClothingOuterHardsuitJuggernaut","cybersun juggernaut suit","[ClothingOuterHardsuitBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitLing","organic space suit","ClothingOuterHardsuitBase","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitLuxury #DO NOT MAP - https://github.com/space-wizards/space-station-14/pull/19738#issuecomment-1703486738","luxury mining hardsuit","ClothingOuterHardsuitBase","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitMaxim","salvager maxim hardsuit","[ClothingOuterHardsuitBase, BaseCargoContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ClothingSpeedModifier,Armor,ExplosionResistance,TemperatureProtection,ToggleableClothing"
"ClothingOuterHardsuitPirateCap","pirate captain's hardsuit","[ ClothingOuterHardsuitBase, BaseMajorContraband ]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Item,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,StaticPrice"
"ClothingOuterHardsuitPirateEVA","deep space EVA suit","[ ClothingOuterHardsuitBase, BaseMajorContraband ]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Item,Clothing,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,StaticPrice"
"ClothingOuterHardsuitRd","experimental research hardsuit","[ClothingOuterHardsuitBase, BaseGrandTheftContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,Armor,ExplosionResistance,ClothingSpeedModifier,HeldSpeedModifier,Item,Tag,ToggleableClothing,StaticPrice,StealTarget"
"ClothingOuterHardsuitSalvage","mining hardsuit","[ClothingOuterHardsuitBase, BaseCargoContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitSanta","Santa's hardsuit","ClothingOuterHardsuitBase","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitSecurity","security hardsuit","[ClothingOuterHardsuitBase, BaseSecurityContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitSecurityRed","head of security's hardsuit","[ClothingOuterHardsuitBase, BaseCommandContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitSyndie","blood-red hardsuit","[ ClothingOuterHardsuitBase, BaseSyndicateContraband ]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Item,Clothing,PressureProtection,ExplosionResistance,StaminaResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag,StaticPrice"
"ClothingOuterHardsuitSyndieCommander","syndicate commander hardsuit","[ClothingOuterHardsuitBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,StaminaResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitSyndieElite","syndicate elite hardsuit","[ClothingOuterHardsuitBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,TemperatureProtection,ExplosionResistance,FireProtection,StaminaResistance,Armor,Item,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterHardsuitTechpriest","","ClothingOuterHardsuitBase","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitTechpriestMarsMagos","","ClothingOuterHardsuitBase","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,FireProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitTechpriestMarsSkitarii","","ClothingOuterHardsuitBase","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,TemperatureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitTechpriestMarsSkitariiAvangard","","ClothingOuterHardsuitBase","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,TemperatureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitVoidsmanGrenadier","","ClothingOuterHardsuitVoidsmanStandard","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,ExplosionResistance,Armor"
"ClothingOuterHardsuitVoidsmanOfficer","","ClothingOuterHardsuitVoidsmanStandard","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,TemperatureProtection,Armor,ClothingSpeedModifier,AllowSuitStorage"
"ClothingOuterHardsuitVoidsmanSergeant","","ClothingOuterHardsuitVoidsmanStandard","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,TemperatureProtection,Armor,ClothingSpeedModifier,AllowSuitStorage"
"ClothingOuterHardsuitVoidsmanStandard","","[ClothingOuterBase, GeigerCounterClothing, AllowSuitStorageClothing]","Resources\Prototypes\_WH40K\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,TemperatureProtection,Armor,ClothingSpeedModifier,HeldSpeedModifier,Item,ContainerContainer,GroupExamine,Tag"
"ClothingOuterHardsuitWarden","warden's hardsuit","[ClothingOuterHardsuitBase, BaseSecurityContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing"
"ClothingOuterHardsuitWizard","wizard hardsuit","[ ClothingOuterHardsuitBase, BaseMagicalContraband ]","Resources\Prototypes\Entities\Clothing\OuterClothing\hardsuits.yml","Sprite,Clothing,PressureProtection,ExplosionResistance,Armor,ClothingSpeedModifier,HeldSpeedModifier,ToggleableClothing,Tag"
"ClothingOuterSuitBomb","bomb suit","ClothingOuterBaseLarge","Resources\Prototypes\Entities\Clothing\OuterClothing\suits.yml","Sprite,Clothing,ClothingSpeedModifier,Armor,ExplosionResistance,GroupExamine,Tag,ProtectedFromStepTriggers,HideLayerClothing"
"ClothingOuterVestWebElite","elite web vest","[ClothingOuterArmorBase, AllowSuitStorageClothing, BaseSyndicateContraband]","Resources\Prototypes\Entities\Clothing\OuterClothing\armor.yml","Sprite,Clothing,TemperatureProtection,Armor,ExplosionResistance,FireProtection,StaticPrice"
"ClownRecorder","clown recorder","BaseItem","Resources\Prototypes\Entities\Objects\Fun\sound_maker.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,UseDelay,Tag"
"ClusterBananaPeel","cluster banana peel","[FragileGrenadeBase, ScatteringGrenadeBase, ImpactGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\scattering_grenades.yml","Sprite,ScatteringGrenade,LandAtCursor,DamageOnLand,EmitSoundOnTrigger"
"ClusterBangFull","clusterbang","ClusterBang","Resources\Prototypes\Entities\Objects\Weapons\Throwable\scattering_grenades.yml","Sprite,ScatteringGrenade,TimerTriggerVisuals,GenericVisualizer,EmitSoundOnTrigger"
"ClusterGrenade","clustergrenade","[VolatileGrenadeBase, ScatteringGrenadeBase, TimerGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\scattering_grenades.yml","Sprite,ScatteringGrenade,TimerTrigger,EmitSoundOnTrigger,StaticPrice"
"CluwneHorn","broken bike horn","BaseItem","Resources\Prototypes\Entities\Objects\Fun\sound_maker.yml","UseDelay,Sprite,Item,Clothing,Tag,EmitSoundOnTrigger,EmitSoundOnUse,EmitSoundOnActivate,EmitSoundOnCollide,EmitSoundOnLand,MeleeWeapon"
"ContentsExplosionResistanceBase","","","Resources\Prototypes\Entities\Clothing\base_clothing.yml","ExplosionResistance,GroupExamine,Armor"
"CoreSubstation","","","Resources\Prototypes\Entities\Structures\Power\substation.yml","Battery,ExaminableBattery,NodeContainer,BatteryCharger,BatteryDischarger,PowerNetworkBattery,StationInfiniteBatteryTarget,BatteryInterface,UserInterface,ActivatableUI,PowerMonitoringDevice,Damageable,PacifismDangerousAttack,GuideHelp,AmbientOnPowered,AmbientSound"
"CrateFreezer","freezer","CratePlastic","Resources\Prototypes\Entities\Structures\Storage\Crates\crates.yml","Icon,Sprite,AntiRottingContainer,ExplosionResistance,Construction,Paintable"
"CrewMonitoringServer","crew monitoring server","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\crew_monitor_server.yml","Sprite,Construction,Machine,ContainerContainer,CrewMonitoringServer,SingletonDeviceNetServer,DeviceNetwork,WirelessNetworkConnection,StationLimitedNetwork,ApcPowerReceiver,ExtensionCableReceiver,WiresPanel,WiresVisuals,Destructible,Appearance,GenericVisualizer,AmbientOnPowered,AmbientSound,GuideHelp"
"DeathAcidifierImplant","death-acidifier implant","BaseSubdermalImplant","Resources\Prototypes\Entities\Objects\Misc\subdermal_implants.yml","SubdermalImplant,TriggerOnMobstateChange,TriggerOnActivateImplant,GibOnTrigger,SpawnOnTrigger,Tag"
"DeliveryModifierBomb","","","Resources\Prototypes\Entities\Objects\Deliveries\deliveries.yml","DeliveryBomb,AmbientSound,Explosive"
"DeskBell","desk bell","BaseItem","Resources\Prototypes\Entities\Objects\Misc\desk_bell.yml","Sprite,Tag,InteractionPopup,EmitSoundOnUse,EmitSoundOnTrigger,EmitSoundOnLand,UseDelay,MeleeWeapon"
"DeviceDesynchronizer","desynchronizer","BaseItem","Resources\Prototypes\Entities\Objects\Devices\desynchronizer.yml","Sprite,TriggerOnUse,PolymorphOnTrigger,UseDelay"
"DnaScramblerImplant","DNA scrambler implant","BaseSubdermalImplant","Resources\Prototypes\Entities\Objects\Misc\subdermal_implants.yml","SubdermalImplant,TriggerOnActivateImplant,DnaScrambleOnTrigger,DeleteOnTrigger"
"EffectAnomalyFloraBulb","","","Resources\Prototypes\Entities\Effects\mobspawn.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer,EntityTableSpawner"
"EffectDesynchronizer","","","Resources\Prototypes\Entities\Effects\desynchronizer_effecs.yml","Sprite,AnimationPlayer,EffectVisuals,TimedDespawn,Tag"
"EffectEmpDisabled","","","Resources\Prototypes\Entities\Effects\emp_effects.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"EffectEmpPulse","","","Resources\Prototypes\Entities\Effects\emp_effects.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"EffectFlashBluespace","","","Resources\Prototypes\Entities\Effects\bluespace_flash.yml","PointLight,TimedDespawn,EmitSoundOnSpawn"
"EffectGravityPulse","","","Resources\Prototypes\Entities\Effects\gravity_pulse.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"EffectHearts","","","Resources\Prototypes\Entities\Effects\hearts.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"EffectRCDConstruct0","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDConstruct1","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDConstruct2","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDConstruct3","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDConstruct4","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDDeconstruct2","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDDeconstruct4","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDDeconstruct6","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectRCDDeconstruct8","","EffectRCDBase","Resources\Prototypes\Entities\Effects\rcd.yml","Sprite,TimedDespawn"
"EffectSparks","","","Resources\Prototypes\Entities\Effects\sparks.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"EffectTeslaSparks","","","Resources\Prototypes\Entities\Effects\sparks.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer,EmitSoundOnSpawn"
"EffectVoidBlink","void blink","","Resources\Prototypes\Entities\Effects\eldritch.yml","PointLight,Transform,Sprite,TimedDespawn,Tag"
"EmitterBolt","emitter bolt","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,Ammo,Physics,Fixtures,Projectile,GatheringProjectile,Tag,TimedDespawn"
